model_type,model_params_bootstrap,model_params_ccp_alpha,model_params_class_weight,model_params_criterion,model_params_max_depth,model_params_max_features,model_params_max_leaf_nodes,model_params_max_samples,model_params_min_impurity_decrease,model_params_min_samples_leaf,model_params_min_samples_split,model_params_min_weight_fraction_leaf,model_params_monotonic_cst,model_params_n_estimators,model_params_n_jobs,model_params_oob_score,model_params_random_state,model_params_verbose,model_params_warm_start,training_duration,numeric_features_count,categorical_features_count,emissions_timestamp,emissions_project_name,emissions_run_id,emissions_duration,emissions_emissions,emissions_emissions_rate,emissions_cpu_power,emissions_gpu_power,emissions_ram_power,emissions_cpu_energy,emissions_gpu_energy,emissions_ram_energy,emissions_energy_consumed,emissions_country_name,emissions_country_iso_code,emissions_region,emissions_cloud_provider,emissions_cloud_region,emissions_os,emissions_python_version,emissions_codecarbon_version,emissions_cpu_count,emissions_cpu_model,emissions_gpu_count,emissions_gpu_model,emissions_longitude,emissions_latitude,emissions_ram_total_size,emissions_tracking_mode,emissions_on_cloud,emissions_pue
RandomForestClassifier,True,0.0,,gini,2,sqrt,,,0.0,1,2,0.0,,5,,False,,0,False,0.011528968811035156,5,6,2024-02-27T17:31:33,codecarbon,37f0fd82-ac0c-4e2f-bda7-0bb06ce3015a,5.76923394203186,1.1679218700537912e-08,2.024396794771789e-09,0.5107999999999999,0.0253,3.0,1.7202357980940075e-09,2.0359372211827177e-08,9.876489639282227e-09,3.1956097649203406e-08,Germany,DEU,baden-wurttemberg,,,macOS-14.2.1-arm64-arm-64bit,3.11.7,2.3.4,8,Apple M1,1,Apple M1,9.6517,48.706,8.0,machine,N,1.0
