model_type,model_params_bootstrap,model_params_ccp_alpha,model_params_class_weight,model_params_criterion,model_params_max_depth,model_params_max_features,model_params_max_leaf_nodes,model_params_max_samples,model_params_min_impurity_decrease,model_params_min_samples_leaf,model_params_min_samples_split,model_params_min_weight_fraction_leaf,model_params_monotonic_cst,model_params_n_estimators,model_params_n_jobs,model_params_oob_score,model_params_random_state,model_params_verbose,model_params_warm_start,training_duration,numeric_features_count,categorical_features_count,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
RandomForestClassifier,True,0.0,,gini,2,sqrt,,,0.0,1,2,0.0,,5,,False,,0,False,0.016155004501342773,6,5,2024-02-24T23:54:56,codecarbon,6600c1a1-73f3-49b9-857e-52e2ec7e23af,5.841490268707275,9.225860111039664e-09,1.5793675392155283e-09,0.3445999999999999,0.0119999999999999,3.0,1.6261556678348116e-09,9.763673941294353e-09,1.3853510220845541e-08,2.5243339829974705e-08,Germany,DEU,baden-wurttemberg,,,macOS-14.2.1-arm64-arm-64bit,3.11.7,2.3.4,8,Apple M1,1,Apple M1,9.6517,48.706,8.0,machine,N,1.0
